Season,Week,Celebrity,Is_Eliminated,Method,Estimated_Fan_Support_Mean,CI_Width,Entropy,Acceptance_Rate,Validation_By_Mean
1,1,John O'Hurley,False,Rank,3.4849,5.0,1.7914815672539424,1.0,True
1,1,Kelly Monaco,False,Rank,3.4839,5.0,1.790975504706401,1.0,True
1,1,Evander Holyfield,False,Rank,3.5391,5.0,1.7913761928814191,1.0,True
1,1,Rachel Hunter,False,Rank,3.5144,5.0,1.7914812295045235,1.0,True
1,1,Joey McIntyre,False,Rank,3.4853,5.0,1.7916615894595436,1.0,True
1,1,Trista Sutter,False,Rank,3.4924,5.0,1.7915462224804704,1.0,True
1,2,John O'Hurley,False,Rank,3.68801652892562,5.0,1.7222207808925152,0.0968,True
1,2,Kelly Monaco,False,Rank,2.490702479338843,3.0,1.3825255942239378,0.0968,True
1,2,Evander Holyfield,False,Rank,1.90599173553719,2.0,1.0894544961812105,0.0968,True
1,2,Rachel Hunter,False,Rank,3.7758264462809916,5.0,1.7165624682912097,0.0968,True
1,2,Joey McIntyre,False,Rank,3.356404958677686,4.0,1.5725093377817498,0.0968,True
1,2,Trista Sutter,True,Rank,5.783057851239669,1.0,0.548784247117439,0.0968,True
1,3,John O'Hurley,False,Rank,3.4167789757412397,4.0,1.5528791186267907,0.2968,True
1,3,Kelly Monaco,False,Rank,1.431266846361186,2.0,0.8645104829296224,0.2968,True
1,3,Evander Holyfield,True,Rank,3.356132075471698,3.0,1.2423359547943054,0.2968,True
1,3,Rachel Hunter,False,Rank,3.6974393530997305,4.0,1.4256950278706837,0.2968,True
1,3,Joey McIntyre,False,Rank,3.0983827493261455,4.0,1.5908444259981611,0.2968,True
1,4,John O'Hurley,False,Rank,1.605603448275862,1.0,0.670674146940129,0.0464,True
1,4,Kelly Monaco,False,Rank,3.0,0.0,0.0,0.0464,True
1,4,Rachel Hunter,True,Rank,4.0,0.0,0.0,0.0464,True
1,4,Joey McIntyre,False,Rank,1.394396551724138,1.0,0.670674146940129,0.0464,True
1,5,John O'Hurley,False,Rank,1.7571,2.0,1.0277070016712915,1.0,True
1,5,Kelly Monaco,False,Rank,2.6414,2.0,0.7605690485563061,1.0,True
1,5,Joey McIntyre,False,Rank,1.6015,2.0,0.9626652924454272,1.0,True
1,6,John O'Hurley,False,Rank,1.2661,1.0,0.5793411095081981,1.0,True
1,6,Kelly Monaco,False,Rank,1.7339,1.0,0.5793411095081981,1.0,True
2,1,Tatum O'Neal,False,Rank,5.428633594429939,9.0,2.2996394708066497,0.2298,True
2,1,Tia Carrere,False,Rank,5.236727589208007,9.0,2.296689611324751,0.2298,True
2,1,George Hamilton,False,Rank,4.55657093124456,8.0,2.169998409873282,0.2298,True
2,1,Lisa Rinna,False,Rank,5.120974760661444,9.0,2.273268423695592,0.2298,True
2,1,Stacy Keibler,False,Rank,5.3733681462141,9.0,2.3011773968659486,0.2298,True
2,1,Jerry Rice,False,Rank,5.429068755439513,9.0,2.2987096042626707,0.2298,True
2,1,Giselle Fernandez,False,Rank,5.477806788511749,9.0,2.3023008544196606,0.2298,True
2,1,Master P,False,Rank,3.9547432550043515,7.0,2.035613495728224,0.2298,True
2,1,Drew Lachey,False,Rank,5.530461270670148,9.0,2.3012313664114936,0.2298,True
2,1,Kenny Mayne,True,Rank,8.891644908616188,4.0,1.3992159582617838,0.2298,True
2,2,Tatum O'Neal,True,Rank,7.645409317051108,4.0,1.5297927113483956,0.4422,True
2,2,Tia Carrere,False,Rank,4.7944369063772045,8.0,2.1793226070835843,0.4422,True
2,2,George Hamilton,False,Rank,3.9527363184079602,8.0,2.0975049901524687,0.4422,True
2,2,Lisa Rinna,False,Rank,4.3622795115332424,8.0,2.1370223455344464,0.4422,True
2,2,Stacy Keibler,False,Rank,5.24468566259611,8.0,2.184392319297555,0.4422,True
2,2,Jerry Rice,False,Rank,5.186341022161917,8.0,2.1839056219419803,0.4422,True
2,2,Giselle Fernandez,False,Rank,5.370646766169155,8.0,2.176653411379381,0.4422,True
2,2,Master P,False,Rank,3.0741745816372683,6.0,1.8379390943714946,0.4422,True
2,2,Drew Lachey,False,Rank,5.369289914066034,8.0,2.1689374772186865,0.4422,True
