Season,Week,Celebrity,Is_Eliminated,Method,Estimated_Fan_Support_Mean,CI_Width,Entropy,Acceptance_Rate,Validation_By_Mean
1,2,John O'Hurley,False,Rank,3.7690742624618516,5.0,1.730449231953227,0.0983,True
1,2,Kelly Monaco,False,Rank,2.610376398779247,3.0,1.3777146440943044,0.0983,True
1,2,Evander Holyfield,False,Rank,1.8677517802644965,2.0,1.0839083028641172,0.0983,True
1,2,Rachel Hunter,False,Rank,3.6185147507629707,5.0,1.7210959067694482,0.0983,True
1,2,Joey McIntyre,False,Rank,3.3519837232960326,4.0,1.5686923338227488,0.0983,True
1,2,Trista Sutter,True,Rank,5.782299084435402,1.0,0.5542279954953424,0.0983,True
1,3,John O'Hurley,False,Rank,2.908953938872148,4.0,1.6061259007088242,0.4646,True
1,3,Kelly Monaco,False,Rank,2.0643564356435644,3.0,1.3014703395759413,0.4646,True
1,3,Evander Holyfield,True,Rank,4.155187257856221,3.0,1.1712767448278116,0.4646,True
1,3,Rachel Hunter,False,Rank,2.9390873869995695,4.0,1.6046167332545156,0.4646,True
1,3,Joey McIntyre,False,Rank,2.9324149806284976,4.0,1.6081996221270205,0.4646,True
1,4,John O'Hurley,False,Rank,1.510857142857143,1.0,0.6929114069275867,0.0875,True
1,4,Kelly Monaco,False,Rank,3.0,0.0,0.0,0.0875,True
1,4,Rachel Hunter,True,Rank,4.0,0.0,0.0,0.0875,True
1,4,Joey McIntyre,False,Rank,1.489142857142857,1.0,0.6929114069275867,0.0875,True
2,1,Tatum O'Neal,False,Rank,5.452204277608032,9.0,2.299004199676292,0.2291,True
2,1,Tia Carrere,False,Rank,5.312090790048014,9.0,2.294016751249147,0.2291,True
2,1,George Hamilton,False,Rank,4.547359231776517,8.0,2.1685389538736786,0.2291,True
2,1,Lisa Rinna,False,Rank,4.94805761676124,9.0,2.2657041889857235,0.2291,True
2,1,Stacy Keibler,False,Rank,5.4443474465299,9.0,2.3003991279164016,0.2291,True
2,1,Jerry Rice,False,Rank,5.388913138367525,9.0,2.3008951336258683,0.2291,True
2,1,Giselle Fernandez,False,Rank,5.42950676560454,9.0,2.300185079421399,0.2291,True
2,1,Master P,False,Rank,3.9637712789175032,7.0,2.0348453559392956,0.2291,True
2,1,Drew Lachey,False,Rank,5.581841990397207,9.0,2.299509734009165,0.2291,True
2,1,Kenny Mayne,True,Rank,8.931907463989525,4.0,1.3792492805400944,0.2291,True
2,2,Tatum O'Neal,True,Rank,7.732864137086903,4.0,1.4639201233064258,0.3268,True
2,2,Tia Carrere,False,Rank,4.689412484700123,8.0,2.188178497308101,0.3268,True
2,2,George Hamilton,False,Rank,4.709914320685434,8.0,2.187717846607735,0.3268,True
2,2,Lisa Rinna,False,Rank,4.319767441860465,8.0,2.145619277776753,0.3268,True
2,2,Stacy Keibler,False,Rank,4.8540391676866586,8.0,2.190273070662438,0.3268,True
2,2,Jerry Rice,False,Rank,5.027233782129743,8.0,2.192914244424822,0.3268,True
2,2,Giselle Fernandez,False,Rank,4.886168910648715,8.0,2.193767664164456,0.3268,True
2,2,Master P,False,Rank,3.90452876376989,7.0,2.019613255477066,0.3268,True
2,2,Drew Lachey,False,Rank,4.876070991432068,8.0,2.1942229618567555,0.3268,True
2,3,Tia Carrere,False,Rank,4.552396425670187,7.0,2.0678466779967812,0.1231,True
2,3,George Hamilton,False,Rank,4.129163281884646,6.0,1.9385266439923434,0.1231,True
2,3,Lisa Rinna,False,Rank,4.442729488220959,7.0,2.054812019752528,0.1231,True
2,3,Stacy Keibler,False,Rank,4.6133225020308695,7.0,2.072428998105707,0.1231,True
2,3,Jerry Rice,False,Rank,3.3655564581640944,5.0,1.782712027019507,0.1231,True
2,3,Giselle Fernandez,True,Rank,7.46872461413485,2.0,0.9601166506109149,0.1231,True
2,3,Master P,False,Rank,2.852152721364744,4.0,1.5991185611043013,0.1231,True
2,3,Drew Lachey,False,Rank,4.575954508529651,7.0,2.075887042513026,0.1231,True
2,4,Tia Carrere,False,Rank,3.7945715806279936,6.0,1.9394695227111167,0.3758,True
2,4,George Hamilton,False,Rank,2.9821713677488026,5.0,1.733088939127017,0.3758,True
2,4,Lisa Rinna,False,Rank,3.9449175093134645,6.0,1.9440435166474619,0.3758,True
2,4,Stacy Keibler,False,Rank,3.9776476849387974,6.0,1.9413305213166816,0.3758,True
2,4,Jerry Rice,False,Rank,3.5045236828100053,6.0,1.9013131258991076,0.3758,True
2,4,Master P,True,Rank,5.911122937732837,4.0,1.373957452644657,0.3758,True
2,4,Drew Lachey,False,Rank,3.8850452368281,6.0,1.9428031583979941,0.3758,True
2,5,Tia Carrere,True,Rank,4.660277826622121,4.0,1.4687633830086615,0.5687,True
2,5,George Hamilton,False,Rank,3.1995779848777914,5.0,1.7749179391039835,0.5687,True
2,5,Lisa Rinna,False,Rank,3.374714260594338,5.0,1.7874009287391994,0.5687,True
2,5,Stacy Keibler,False,Rank,3.451204501494637,5.0,1.7862199395322165,0.5687,True
2,5,Jerry Rice,False,Rank,2.882714963952875,5.0,1.716779423703858,0.5687,True
2,5,Drew Lachey,False,Rank,3.431510462458238,5.0,1.7862309142515922,0.5687,True
2,6,George Hamilton,True,Rank,4.230329368709972,3.0,1.1382027911615349,0.4372,True
2,6,Lisa Rinna,False,Rank,2.739935956084172,4.0,1.5838081634306727,0.4372,True
2,6,Stacy Keibler,False,Rank,2.950823421774931,4.0,1.605373837534709,0.4372,True
2,6,Jerry Rice,False,Rank,2.1246569075937787,3.0,1.3196473376073268,0.4372,True
2,6,Drew Lachey,False,Rank,2.9542543458371453,4.0,1.6072117771821715,0.4372,True
2,7,Lisa Rinna,True,Rank,3.6172869147659066,1.0,0.6653767054569437,0.4165,True
2,7,Stacy Keibler,False,Rank,2.255702280912365,3.0,1.3593633416568647,0.4165,True
2,7,Jerry Rice,False,Rank,1.8237695078031213,2.0,1.0644051344943213,0.4165,True
2,7,Drew Lachey,False,Rank,2.3032412965186073,3.0,1.365943539596535,0.4165,True
3,1,Harry Hamlin,False,Percentage,0.10057477787856467,0.3223481710021313,,0.3206,True
3,1,Vivica A. Fox,False,Percentage,0.09463612310831182,0.3191172488616491,,0.3206,True
3,1,Monique Coleman,False,Percentage,0.09782143391536392,0.31077545495145087,,0.3206,True
3,1,Joey Lawrence,False,Percentage,0.09334438738809399,0.31077039362594616,,0.3206,True
3,1,Mario Lopez,False,Percentage,0.0952531227793116,0.33403539597769766,,0.3206,True
3,1,Emmitt Smith,False,Percentage,0.0967916625164408,0.3290814483028229,,0.3206,True
3,1,Shanna Moakler,False,Percentage,0.09768454440376884,0.3142657175663775,,0.3206,True
3,1,Willa Ford,False,Percentage,0.0958209203882033,0.3224169143449822,,0.3206,True
3,1,Sara Evans,False,Percentage,0.10585233463056166,0.33300413954106556,,0.3206,True
3,1,Jerry Springer,False,Percentage,0.10262881799667418,0.32503747545101985,,0.3206,True
3,1,Tucker Carlson,True,Percentage,0.01959187499470506,0.05081494893480125,,0.3206,True
3,2,Harry Hamlin,False,Percentage,0.11227292489536901,0.31726661475413864,,0.1092,True
3,2,Vivica A. Fox,False,Percentage,0.10454497511919261,0.3291120696220432,,0.1092,True
3,2,Monique Coleman,False,Percentage,0.10241982980757465,0.33054262540332324,,0.1092,True
3,2,Joey Lawrence,False,Percentage,0.10184373530269797,0.31998514571098513,,0.1092,True
3,2,Mario Lopez,False,Percentage,0.1118462259461576,0.2956048744311673,,0.1092,True
3,2,Emmitt Smith,False,Percentage,0.10521411908574056,0.3183468871724809,,0.1092,True
3,2,Shanna Moakler,True,Percentage,0.01202398603200134,0.03571405720382574,,0.1092,True
3,2,Willa Ford,False,Percentage,0.10661662782153038,0.31665393594920854,,0.1092,True
3,2,Sara Evans,False,Percentage,0.1190920460298219,0.3416378221044267,,0.1092,True
3,2,Jerry Springer,False,Percentage,0.12412552995991344,0.3250323203922655,,0.1092,True
3,3,Harry Hamlin,True,Percentage,0.015115994810617733,0.047441805858719,,0.133,True
3,3,Vivica A. Fox,False,Percentage,0.11464743504796264,0.3713833310318407,,0.133,True
3,3,Monique Coleman,False,Percentage,0.11429433185978645,0.3499635072662412,,0.133,True
3,3,Joey Lawrence,False,Percentage,0.1250520181856122,0.34468634436678136,,0.133,True
3,3,Mario Lopez,False,Percentage,0.12685033014915487,0.37499692115326333,,0.133,True
3,3,Emmitt Smith,False,Percentage,0.13805254741138653,0.3640997229134986,,0.133,True
3,3,Willa Ford,False,Percentage,0.1220596657883269,0.3336602606372442,,0.133,True
3,3,Sara Evans,False,Percentage,0.11554226049452933,0.3661302256412032,,0.133,True
3,3,Jerry Springer,False,Percentage,0.12838541625262356,0.35620772903382447,,0.133,True
3,4,Vivica A. Fox,True,Percentage,0.017466111106266596,0.05432934841889519,,0.1338,True
3,4,Monique Coleman,False,Percentage,0.1437045046051435,0.41371551603908535,,0.1338,True
3,4,Joey Lawrence,False,Percentage,0.13262636485255008,0.40634390819692934,,0.1338,True
3,4,Mario Lopez,False,Percentage,0.12150898473266708,0.37840171052280447,,0.1338,True
3,4,Emmitt Smith,False,Percentage,0.14006187564623523,0.39944235739290884,,0.1338,True
3,4,Willa Ford,False,Percentage,0.12856963732383223,0.39424940664520935,,0.1338,True
3,4,Sara Evans,False,Percentage,0.16500364242234405,0.4226617496737667,,0.1338,True
3,4,Jerry Springer,False,Percentage,0.1510588793109611,0.41465913664403065,,0.1338,True
3,5,Monique Coleman,False,Percentage,0.16170494084421574,0.4510710292912379,,0.1115,True
3,5,Joey Lawrence,False,Percentage,0.1660752667484288,0.42412064952701084,,0.1115,True
3,5,Mario Lopez,False,Percentage,0.1519144911656195,0.4241324503835611,,0.1115,True
3,5,Emmitt Smith,False,Percentage,0.15955884954465135,0.4284276201122314,,0.1115,True
3,5,Willa Ford,True,Percentage,0.018911086135875957,0.06296656213982686,,0.1115,True
3,5,Sara Evans,False,Percentage,0.16643946367085707,0.42425953149823487,,0.1115,True
3,5,Jerry Springer,False,Percentage,0.1753959018903518,0.43849420307209847,,0.1115,True
3,7,Monique Coleman,False,Percentage,0.24017612702546592,0.6189137503068456,,0.3064,True
3,7,Joey Lawrence,False,Percentage,0.2297281807358548,0.6346078626725298,,0.3064,True
3,7,Mario Lopez,False,Percentage,0.2365226347771162,0.6255518624547214,,0.3064,True
3,7,Emmitt Smith,False,Percentage,0.24292101072692482,0.6406008388788778,,0.3064,True
3,7,Jerry Springer,True,Percentage,0.05065204673463807,0.14096870892823066,,0.3064,True
3,8,Monique Coleman,True,Percentage,0.06505354013100549,0.17888757349150677,,0.2718,True
3,8,Joey Lawrence,False,Percentage,0.3129215042280528,0.683734352664433,,0.2718,True
3,8,Mario Lopez,False,Percentage,0.3081601142027092,0.7109965716785712,,0.2718,True
3,8,Emmitt Smith,False,Percentage,0.31386484143823223,0.6912817083207834,,0.2718,True
4,2,John Ratzenberger,False,Percentage,0.1006607934054588,0.3015014052397792,,0.1143,True
4,2,Ian Ziering,False,Percentage,0.09855822984990242,0.3259510715921958,,0.1143,True
4,2,Clyde Drexler,False,Percentage,0.11272141223386789,0.29477561600386903,,0.1143,True
4,2,Laila Ali,False,Percentage,0.08927159821867685,0.2998095936839772,,0.1143,True
4,2,Apolo Anton Ohno,False,Percentage,0.09299373064344377,0.306660015781383,,0.1143,True
4,2,Shandi Finnessey,False,Percentage,0.10582137954937458,0.31239485972144787,,0.1143,True
4,2,Paulina Porizkova,True,Percentage,0.010589981507659519,0.032723663303221844,,0.1143,True
4,2,Heather Mills,False,Percentage,0.09106419466577484,0.2999108923992446,,0.1143,True
4,2,Billy Ray Cyrus,False,Percentage,0.10220859874366803,0.3061927752742631,,0.1143,True
4,2,Joey Fatone,False,Percentage,0.09574003742476886,0.3079781941408406,,0.1143,True
4,2,Leeza Gibbons,False,Percentage,0.10037004375740365,0.30058776577604196,,0.1143,True
4,3,John Ratzenberger,False,Percentage,0.11485114143973643,0.3256673235749789,,0.1103,True
4,3,Ian Ziering,False,Percentage,0.10357666943674604,0.3423096866325402,,0.1103,True
4,3,Clyde Drexler,False,Percentage,0.1345599466145458,0.3181045929215811,,0.1103,True
4,3,Laila Ali,False,Percentage,0.10871992057976394,0.31479983458115446,,0.1103,True
4,3,Apolo Anton Ohno,False,Percentage,0.10023062943810682,0.30973702420724974,,0.1103,True
4,3,Shandi Finnessey,True,Percentage,0.011867184873660981,0.03437786539827762,,0.1103,True
4,3,Heather Mills,False,Percentage,0.10432419234923906,0.33911338800872026,,0.1103,True
4,3,Billy Ray Cyrus,False,Percentage,0.11161792847202923,0.33562061486568573,,0.1103,True
4,3,Joey Fatone,False,Percentage,0.10836221409038467,0.34685781977746755,,0.1103,True
4,3,Leeza Gibbons,False,Percentage,0.10189017270578686,0.32503519420708804,,0.1103,True
4,4,John Ratzenberger,False,Percentage,0.13712248242394354,0.3765389268472022,,0.2388,True
4,4,Ian Ziering,False,Percentage,0.11826101541030389,0.37223984764486656,,0.2388,True
4,4,Clyde Drexler,False,Percentage,0.1424638459212104,0.3775319516130174,,0.2388,True
4,4,Laila Ali,False,Percentage,0.11914379025337522,0.36493620422242273,,0.2388,True
4,4,Apolo Anton Ohno,False,Percentage,0.1129271180561026,0.3687234199779631,,0.2388,True
4,4,Heather Mills,False,Percentage,0.11783392851256852,0.3930757905546993,,0.2388,True
4,4,Billy Ray Cyrus,False,Percentage,0.11712879746081728,0.37452762899268094,,0.2388,True
4,4,Joey Fatone,False,Percentage,0.11254441805250073,0.3729100456414542,,0.2388,True
4,4,Leeza Gibbons,True,Percentage,0.022574603909177787,0.06023779199325458,,0.2388,True
4,5,John Ratzenberger,False,Percentage,0.14439993604490703,0.4326802342172093,,0.3703,True
4,5,Ian Ziering,False,Percentage,0.1355828485110443,0.42034907857989967,,0.3703,True
4,5,Clyde Drexler,True,Percentage,0.033789374872970554,0.08677947592482785,,0.3703,True
4,5,Laila Ali,False,Percentage,0.13522987594166985,0.4309647686598465,,0.3703,True
